Business Platform,Product portfolio,Incident,Action Open Date,Title,Action,Action categorization,Action Owner,Action updates,DevOps / Product Team,Tactical/Strategic,ETA ,Action closed date,Key Actions,Status,Risk ID ,Backlog ID ,Back log Status,Problem Manager,Current day,Ageing,Aging Bucket,Action Closed month,Action closed year
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,DC colleagues were unable to print E-com dispatch labels,What was the description and benefit of the actual change in 2023 ,Root cause,Liam Hogan,Complete,Sorted Vendor,,NA,03/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,DC colleagues were unable to print E-com dispatch labels,Testing for this change did not consider this scenario – action Liam Hogan to review the change plans to see how valid scenarios can be addressed and verified in future.,Problem avoidance,Liam Hogan,"Complete - The suite of unit tests for this component were updated accordingly, however no test existed for the scenario which gave rise to the incident.  This has now been addressed as part of the correction of error actions for the incident.",Sorted Vendor,,NA,03/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,DC colleagues were unable to print E-com dispatch labels,"Support teams found the issue at 08:07, site reported at 08:30.  Teams have now been briefed to raise a log in parallel to their own investigations.",Supplier and support involvement,Nandakumar Sivalingam,Complete,Service Lead,,NA,03/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,DC colleagues were unable to print E-com dispatch labels,Sorted did not get alerts for this issue at the time.  Sorted to review internal alerting for issues such as no service available for a particular carrier – what other indicators are available or need to be developed.,Problem identification & Alerting,Liam Hogan,"09/01 – Complete - The purpose of this review was to identify any way in which the service availability errors could have been detected the moment the incident first occurred.
 
Additional automated monitoring has been configured that traps errors that are emitted from Sorted’s service availability logic for Evri.  Any elevation in errors will page the on-call support engineer.",Sorted Vendor,,NA,03/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89744704,12/20/2023,WCS Database Unavailable,Jishin and DBA team to review the naming convention to prevent future confusion.  Jishin to review where the backups can be stored and what labelling convention should be used.,Problem avoidance,Jishin Jacob,"
23/01 - Completed [CM-11095] WCS Live - Oracle Trace Mount Point Creation
Update 02/11: We are utilising /backup mount point as DB trace directory for WCS DB. In Customer, we use oracle binary mount point as trace directory as per the standard, however due to high trace file generation, this was routed to /backup since very long time . So, if required we can have a new mount point created with the name ‘oracletrace’ with 500GB size ( Approx cost for 1 TB is £111.30/month) in both primary and standby DB servers. Need platform support help in securing the cost approval. 
15/01 - This cost has now been approved and we are waiting for the platform support to provide an appropriate date.  Jishin will then provide a CR number after which we can close this action. ",Oracle DBA Support,,NA,23/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89744704,12/20/2023,WCS Database Unavailable,What events actually happened on 13/12 – did the file get fully removed from disk?  Jishin to provide Rehan a written summary ,Root cause,Jishin Jacob,Update 27/12: CTL-ops team received backup Filesystem usage alert and notified us on Dec 14th 1:30 AM GMT. I checked with the team and found that we did not clear/remove any logs instead compressed large files to bring the usage within threshold. ,Oracle DBA Support,,NA,27/12/23,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89744704,12/20/2023,WCS Database Unavailable,"Ascertain the reason for deadlocks as the deadlocks is why the log file was filling up quickly	",Root cause,Sumitro Chakravarty,"15/01 - Sumitro advised that his team investigated and found that even though there were deadlocks, these deadlocks did not cause a significant increase in tracefile size.  The issue was more down to the lack of housekeeping of the logs which has been addressed in other actions.",WCS,,NA,15/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Enterprise Technology Platform,89744704,12/20/2023,WCS Database Unavailable,A log file should be available that shows what files are deleted – as an audit log – Prashant to review if this is already available or possible to set up. ,Root cause,Prashant Rowlo,"26/02: The timestamp and user details are now captured as part of the WCS DB audit log. Closed under - CM-11115
19/02: DB linux machines are complete, the remainder ETA is 31/3
Update 03/01 - lan to enable the history in DB linux machines by 31 Jan 2024. Plan to enable the history with timestamp in all prod servers by 31 March 2024",Cloud Ops team,,NA,30/01/23,,Closed,,CM-11115,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Enterprise Technology Platform,89744704,12/20/2023,WCS Database Unavailable,Oracle to confirm if the auto restart was not successful as the ASMB was not running or was the restart unsuccessful due to a another reason?,Solution & Recovery,Jishin Jacob,"26/02: The investigations are still onging and requried logs has been shared with Oracle after perfroming a restart as suggested by the vendor and further investigation will be triaged under the product back log - WLCM-2707
15/01 - This test requires a 30 miniute outage and Jishin is working with the platform team to agree a date and time.
Update 02/01: We simulated the same scenario in VNP WCS live and DB instance came up in read-write mode as expected. We can start the database via srvctl and sqlplus in Oracle restart environment. During the issue time, DB was brought up via sqlplus, however Oracle restart brings up the DB via srvctl. We verified srvctl configuration but could not find any discrepancies neither Oracle support. Further investigation is in progress with Oracle support.  As part of troubleshooting, we will have stop/start WCS live database via srvctl to collect more details. Will follow-up with platform for the same. 
",Oracle DBA Support,,NA,19/02/23,,Closed,,WLCM-2707,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89744704,12/20/2023,WCS Database Unavailable,Why was a running process in production terminated without additional verification?,Solution & Recovery,Prashant Rowlo,Engineers have  been briefed to follow standard process for database disk management and to stay within the boundary of responsibility of their team.,Cloud Ops team,,NA,20/12/23,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Enterprise Technology Platform,89744704,12/20/2023,WCS Database Unavailable,Alerts should only be routed to the teams who are responsible for taking the action – Prashant to lead a full review of the alerting in his area to ensure alerts are appropriately routed to teams that take actions.,Problem identification & Alerting,Prashant Rowlo,"08/04 - completed
26/02: Awaiting further updates from Cloud team 
03/01 - Dotcom database server alerts have been reviewed and changed as required to send tickets directly to respective owners
Review of alerts in Non-Dotcom servers is in progress now. - 14 Jan 2024",Cloud Ops team,,NA,08/04/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89744704,12/20/2023,WCS Database Unavailable,Work with Oracle to understand the behaviour and recreate the scenario in the lower environment e.g: terminating asmb – and observe the result.,Root cause,Jishin Jacob,Recreated same scenario in lower environment. Observed the same error in the alert log and DB instance crashed in VNP WCS live DB but the VNP WCS Live primary DB was auto restarted and came up in read-write mode unlike the primary DB. We are checking this further based on PIR item 6. Closed - moving to action 6 ,Oracle DBA Support,,NA,02/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89744704,12/20/2023,WCS Database Unavailable,Why is there a frequent increase in file space? Jishin review storage space and see if we can increase it. ,Problem avoidance,Jishin Jacob,02/01: Its due to high trace file generation due to frequent deadlocks. Deadlock count is approximately between 4.5k to 5.5K per day. We will share the deadlocks SQLs to Sumitro for further check. Closed and moving to action 11,Oracle DBA Support,,NA,02/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89744704,12/20/2023,WCS Database Unavailable,Lead root cause investigation of why storage limits are being breached frequently. Review full root cause of all deadlocks. ,Root cause,Sumitro Chakravarty,"15/01 - Sumitro advised that his team investigated and found that even though there were deadlocks, these deadlocks did not cause a significant increase in tracefile size.  The issue was more down to the lack of housekeeping of the logs which has been addressed in other actions.",WCS,,NA,15/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89744704,12/20/2023,WCS Database Unavailable,Review how we can limit the size of the trace file logs and ensure it writes to disk up to a limit and then rotates back to the start.  ,Problem avoidance,Jishin Jacob,"23/01 - Completed - We have limited the trace file growth to 500MB in production servers
02/01: We can set the below parameter to limit the trace file size to 200MB max. This helps to create a new trace file when it reaches 200MB. Implemented in VNP WCS live DB, last week. CR to be raised and deployed in production post confirmation from application team.
MAX_DUMP_FILE_SIZE=200MB
15/01 - This was tested and app DBA advised we need to set this to 500 MB.  A slot needs to be agreed but this is an online change so no outage required.  Waiting for a slot from platform support. 
",Oracle DBA Support,,NA,23/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Enterprise Technology Platform,89744704,12/20/2023,WCS Database Unavailable,Review engineer’s access levels – Should a sudo ID be used or a name.name to carry out actions? ,Solution & Recovery,Prashant Rowlo,"08/04 - Completed
26/02: Awaiting further updates from Cloud team 
03/01 - Add name.name accounts into group. Reiterate the account usage practices to the team. Prioritise database servers for personal logins - 31 Jan 2024",Cloud Ops team,,NA,08/04/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89744704,12/20/2023,WCS Database Unavailable,"Review and understand the circumstances where failover should happen, and which conditions were not met in this case.  Validate that failover works where the scenarios are valid.  Review the overall resilience of the VM and the DB.  ",Problem avoidance,Jishin Jacob,"Update 23/01 -  Updated in the backlog ticket : MCIP-3686 to track this further.
Update 02/01: The observer will initiate failover to the target standby if and only if ALL of the following conditions are true.
•	Observer is running – TRUE
•	observer and the standby both lose contact with the primary - TRUE
•	observer is still in contact with the standby - TRUE
•	failover threshold timeout has elapsed - TRUE
•	durability constraints are met – FALSE

During the issue time, all the above conditions were true except one as the logs says standby DB may not be synchronized with primary. As per Oracle support we will have to increase the value of TransportDisconnectedThreshold’. Currently it is 30 seconds which is default value. Further investigation is in progress.

Update 15/01:  This action will start after action 67 - Jishin to raise a backlog",Oracle DBA Support,,NA,23/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
